map.put(001,霍亂(虎烈拉)
7957,其他非特定性免疫學發現
79571,後天免疫不全病毒之非特定性血清學証明
79579,其他及非特定性免疫學發現
796,其他非特定性異常發現
7960,非特定性毒物學異常發現
7961,異常反射
7962,血壓上升但未診斷為高血壓者
7963,非特定性低血壓
7964,其他臨床之異常發現
7965,產前篩選異常發現
7969,其他非特定性之異常發現
797,未提及精神病之老衰
797-799,診斷欠明及原因不明之病因及死因
798,暴斃，原因不明
7980,嬰兒猝死症
7981,猝死
7982,自徵候開始24小時內死亡，並無其他解釋者
7989,無他人在場之死亡
799,其他診斷欠明及原因不明之病因及死亡
7990,窒息
7991,呼吸衰竭
7992,神經過敏
7993,虛弱
7994,惡病質
7998,其他診斷欠明之病態
7999,其他原因不明者
806,發燒
800,顱骨穹窿骨折
800-804,顱骨骨折
800-999,十七、損傷及中毒
8000,顱骨穹窿閉鎖性骨折未提及顱內損傷
80000,顱骨穹窿閉鎖性骨折未提及顱內損傷，未明示意識狀態
80001,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併無意識喪失
80002,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80003,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80004,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先
80005,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意
80006,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
80009,顱骨穹窿閉鎖性骨折未提及顱內損傷，合併腦震盪
8001,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷
80010,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80011,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80012,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80013,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80014,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80015,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80016,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80019,顱骨穹窿閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8002,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80020,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80021,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80022,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80023,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80024,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80025,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80026,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80029,顱骨穹窿閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8003,顱骨穹窿閉鎖性骨折伴有其他顱內出血
80030,顱骨穹窿閉鎖性骨折伴有其他顱內出血，未明示意識狀態
80031,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併無意識喪失
80032,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80033,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80034,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80035,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80036,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80039,顱骨穹窿閉鎖性骨折伴有其他顱內出血，合併腦震盪
8004,顱骨穹窿閉鎖性骨折伴有其他顱內損傷
80040,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，未明示意識狀態
80041,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併無意識喪失
80042,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
80043,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
80044,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復到先
80045,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前
80046,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80049,顱骨穹窿閉鎖性骨折伴有其他顱內損傷，合併腦震盪
8005,顱骨穹窿開放性骨折未提及顱內損傷
80050,顱骨穹窿開放性骨折未提及顱內損傷，未明示意識狀態
80051,顱骨穹窿開放性骨折未提及顱內損傷，合併無意識喪失
80052,顱骨穹窿開放性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80053,顱骨穹窿開放性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80054,顱骨穹窿開放性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復意識到
80055,顱骨穹窿開放性骨折未提及顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前意
80056,顱骨穹窿開放性骨折未提及顱內損傷，合併意識喪失但未明示時間
80059,顱骨穹窿開放性骨折未提及顱內損傷，合併腦震盪
8006,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷
80060,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80061,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80062,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80063,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80064,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80065,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80066,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80069,顱骨穹窿開放性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8007,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80070,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80071,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80072,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80073,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80074,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80075,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80076,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80079,顱骨穹窿開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8008,顱骨穹窿開放性骨折伴有其他顱內出血
80080,顱骨穹窿開放性骨折伴有其他顱內出血，未明示意識狀態
80081,顱骨穹窿開放性骨折伴有其他顱內出血，合併無意識喪失
80082,顱骨穹窿開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80083,顱骨穹窿開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80084,顱骨穹窿開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80085,顱骨穹窿開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80086,顱骨穹窿開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80089,顱骨穹窿開放性骨折伴有其他顱內出血，合併腦震盪
8009,顱骨穹窿開放性骨折伴有其他顱內損傷
80090,顱骨穹窿開放性骨折伴有其他顱內損傷，未明示意識狀態
80091,顱骨穹窿開放性骨折伴有其他顱內損傷，合併無意識喪失
80092,顱骨穹窿開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)識喪失
80093,顱骨穹窿開放性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
80094,顱骨穹窿開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，同時神智回復到先
80095,顱骨穹窿開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，神智未復到先前意
80096,顱骨穹窿開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80099,顱骨穹窿開放性骨折伴有其他顱內損傷，合併腦震盪
801,顱骨底部骨折
8010,顱骨底部閉鎖性骨折未提及顱內損傷
80100,顱骨底部閉鎖性骨折未提及顱內損傷，未明示意識狀態
80101,顱骨底部閉鎖性骨折未提及顱內損傷，合併無意識喪失
80102,顱骨底部閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80103,顱骨底部閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80104,顱骨底部閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先
80105,顱骨底部閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意
80106,顱骨底部閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
80109,顱骨底部閉鎖性骨折未提及顱內損傷，合併腦震盪
8011,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷
80110,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80111,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80112,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80113,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80114,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80115,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80116,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80119,顱骨底部閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8012,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80120,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80121,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80122,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80123,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80124,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80125,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80126,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80129,顱骨底部閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8013,顱骨底部閉鎖性骨折伴有其他顱內出血
80130,顱骨底部閉鎖性骨折伴有其他顱內出血，未明示意識狀態
80131,顱骨底部閉鎖性骨折伴有其他顱內出血，合併無意識喪失
80132,顱骨底部閉鎖性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80133,顱骨底部閉鎖性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80134,顱骨底部閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80135,顱骨底部閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80136,顱骨底部閉鎖性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80139,顱骨底部閉鎖性骨折伴有其他顱內出血，合併腦震盪
8014,顱骨底部閉鎖性骨折伴有其他顱內損傷
80140,顱骨底部閉鎖性骨折伴有其他顱內損傷，未明示意識狀態
80141,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併無意識喪失
80142,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
80143,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
80144,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復到先
80145,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前
80146,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80149,顱骨底部閉鎖性骨折伴有其他顱內損傷，合併腦震盪
8015,顱骨底部開放性骨折未提及顱內損傷
80150,顱骨底部開放性骨折未提及顱內損傷，未明示意識狀態
80151,顱骨底部開放性骨折未提及顱內損傷，合併無意識喪失
80152,顱骨底部開放性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80153,顱骨底部開放性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80154,顱骨底部開放性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復意識到
80155,顱骨底部開放性骨折未提及顱內損傷，合併長期(24小時以上)）喪失意識，神智未回復到先前
80156,顱骨底部開放性骨折未提及顱內損傷，合併意識喪失但未明示時間
80159,顱骨底部開放性骨折未提及顱內損傷，合併腦震盪
8016,顱骨底部開放性骨折伴有腦撕裂傷及挫傷
80160,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80161,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80162,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80163,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80164,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80165,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80166,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80169,顱骨底部開放性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8017,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80170,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80171,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80172,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80173,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80174,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80175,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80176,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80179,顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8018,顱骨底部開放性骨折伴有其他顱內出血
80180,顱骨底部開放性骨折伴有其他顱內出血，未明示意識狀態
80181,顱骨底部開放性骨折伴有其他顱內出血，合併無意識喪失
80182,顱骨底部開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80183,顱骨底部開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80184,顱骨底部開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80185,顱骨底部開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80186,顱骨底部開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80189,顱骨底部開放性骨折伴有其他顱內出血，合併腦震盪
8019,顱骨底部開放性骨折伴有其他顱內損傷
80190,顱骨底部開放性骨折伴有其他顱內損傷，未明示意識狀態
80191,顱骨底部開放性骨折伴有其他顱內損傷，合併無意識喪失
80192,顱骨底部開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
80193,顱骨底部開放性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
80194,顱骨底部開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，同時神智回復到先
80195,顱骨底部開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前
80196,顱骨底部開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80199,顱骨底部開放性骨折伴有其他顱內損傷，合併腦震盪
802,顏面骨骨折
8020,鼻骨閉鎖性骨折
8021,鼻骨開放性骨折
8022,下頷骨閉鎖性骨折
80220,下頷骨閉鎖性骨折
80221,下頷骨髁狀突閉鎖性骨折
80222,下頷骨下髁閉鎖性骨折
80223,下頷骨喙狀突閉鎖性骨折
80224,下頷骨枝閉鎖性骨折
80225,頷角閉鎖性骨折
80226,下頷骨聯合體閉鎖性骨折
80227,下頷體齒槽邊緣閉鎖性骨折
80228,其他下頷體閉鎖性骨折
80229,下頷骨多處閉鎖性骨折
8023,下頷骨開放性骨折
80230,下頷骨開放性骨折
80231,下頷骨髁狀突開放性骨折
80232,下頷骨下髁開放性骨折
80233,下頷骨喙狀突開放性骨折
80234,下頷骨枝開放性骨折
80235,頷角開放性骨折
80236,下頷骨聯合體開放性骨折
80237,下頷體齒槽邊緣開放性骨折
80238,其他下頷體開放性骨折
80239,下頷骨開放性多處骨折
8024,顴骨及上頷骨閉鎖性骨折
8025,顴骨及上頷骨開放性骨折
8026,眶底閉鎖性骨折
8027,眶底開放性骨折
8028,其他顏面骨閉鎖性骨折
8029,其他顏面骨開放性骨折
803,其他顱骨骨折
8030,其他顱骨閉鎖性骨折未提及顱內損傷
80300,其他顱骨閉鎖性骨折未提及顱內損傷，未明示意識狀態
80301,其他顱骨閉鎖性骨折未提及顱內損傷，合併無意識喪失
80302,其他顱骨閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80303,其他顱骨閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80304,其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先
80305,其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意
80306,其他顱骨閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
80309,其他顱骨閉鎖性骨折未提及顱內損傷，合併腦震盪
8031,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷
80310,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80311,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80312,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80313,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80314,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80315,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80316,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80319,其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8032,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80320,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80321,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80322,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80323,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80324,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80325,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80326,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80329,其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8033,其他顱骨閉鎖性骨折伴有其他顱內出血
80330,其他顱骨閉鎖性骨折伴有其他顱內出血，未明示意識狀態
80331,其他顱骨閉鎖性骨折伴有其他顱內出血，合併無意識喪失
80332,其他顱骨閉鎖性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80333,其他顱骨閉鎖性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80334,其他顱骨閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80335,其他顱骨閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80336,其他顱骨閉鎖性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80339,其他顱骨閉鎖性骨折伴有其他顱內出血，合併腦震盪
8034,其他顱骨閉鎖性骨折伴有其他顱內損傷
80340,其他顱骨閉鎖性骨折伴有其他顱內損傷，未明示意識狀態
80341,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併無意識喪失
80342,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
80343,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
80344,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復到先
80345,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前
80346,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80349,其他顱骨閉鎖性骨折伴有其他顱內損傷，合併腦震盪
8035,其他顱骨開放性骨折未提及顱內損傷
80350,其他顱骨開放性骨折未提及顱內損傷，未明示意識狀態
80351,其他顱骨開放性骨折未提及顱內損傷，合併無意識喪失
80352,其他顱骨開放性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
80353,其他顱骨開放性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
80354,其他顱骨開放性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復意識到
80355,其他顱骨開放性骨折未提及顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前意
80356,其他顱骨開放性骨折未提及顱內損傷，合併意識喪失但未明示時間
80359,其他顱骨開放性骨折未提及顱內損傷，合併腦震盪
8036,其他顱骨開放性骨折伴有腦撕裂傷及挫傷
80360,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
80361,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
80362,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
80363,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
80364,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到
80365,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先
80366,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
80369,其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併腦震盪
8037,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血
80370,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
80371,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
80372,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識
80373,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪
80374,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80375,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪
80376,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
80379,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
8038,其他顱骨開放性骨折伴有其他顱內出血
80380,其他顱骨開放性骨折伴有其他顱內出血，未明示意識狀態
80381,其他顱骨開放性骨折伴有其他顱內出血，合併無意識喪失
80382,其他顱骨開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
80383,其他顱骨開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
80384,其他顱骨開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先
80385,其他顱骨開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前
80386,其他顱骨開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
80389,其他顱骨開放性骨折伴有其他顱內出血，合併腦震盪
8039,其他顱骨開放性骨折伴有其他顱內損傷
80390,其他顱骨開放性骨折伴有其他顱內損傷，未明示意識狀態
80391,其他顱骨開放性骨折伴有其他顱內損傷，合併無意識喪失
80392,其他顱骨開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
80393,其他顱骨開放性骨折伴有其他顱內損傷，合併中度(1～24小時)）意識喪失
80394,其他顱骨開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，同時神智回復到先
80395,其他顱骨開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前
80396,其他顱骨開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
80399,其他顱骨開放性骨折伴有其他顱內損傷，合併腦震盪
804,侵及顱骨或顏面骨併其他骨之多處骨折
8040,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷
80400,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，未明示意識狀態
80401,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併無意識喪失
80402,侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識
